Team Name,Goalspg,Shotspg,yellowcardpg,redcardpg,Posseion%,PassAcc,AerialsWonpg,Shotedpg,Tacklespg,Interceptionpg,Foulspg,Offsidepg,ShotsOTpg,Dribblespg,Fouledpg,Rank
AC Ajaccio,1.052631579,9.6,2.421052632,0.236842105,48,72.8,10.2,16.9,20,15.9,16,3.1,3.3,3.9,14.9,16
Lille,1.789473684,14.8,1.421052632,0.0263157895,55.5,79.8,11.9,10.4,20.2,18,13.7,2.2,5.1,9.2,16.3,1
Marseille,1.631578947,15,1.578947368,0.105263158,52.4,76.9,13.3,10.6,19.5,19.1,16.4,1.8,5.3,8.4,15.2,2
Nancy,1.131578947,14.2,1.631578947,0.157894737,48.5,73.1,12.7,12.2,19.4,17.8,15.8,1.3,4.7,7.7,15.8,13
Sochaux,1.578947368,11.8,1.263157895,0.105263158,50.4,78.2,12.4,15.1,17.6,12.2,15.1,1.8,4.7,7.9,13.9,5
Caen,1.210526316,10.9,2.157894737,0.105263158,46.7,73.3,9.9,15.1,21.6,20.3,18.3,2.5,3.5,6.6,15.5,15
Brest,0.947368421,12,1.315789474,0,49.1,71.1,12.4,12.4,23.4,20.5,16.9,2.4,3.8,6.4,15.1,16
Lorient,1.210526316,12,1.315789474,0.157894737,53.9,80.2,9,11.9,18.5,14.6,11.8,2.1,4.3,7.4,16.3,11
Paris Saint-Germain,1.473684211,14.7,1.552631579,0.105263158,49.2,76.2,14.6,12.9,19.3,16.6,14.7,2.3,5.4,5.4,14.6,4
Rennes,1,11.3,1.473684211,0.157894737,52.1,77.6,12.7,11.4,21.3,17.3,16,1.9,3.7,7.9,14.3,6
Bordeaux,1.131578947,13.5,2,0.0789473684,53.1,76.5,13.8,9.6,17.6,17.6,16.1,1.8,4.4,5.4,17.2,7
Lyon,1.605263158,14.7,1.5,0.210526316,53.9,76.8,12.1,10.8,21.2,14,16,2.6,4.9,6.9,15.3,3
Toulouse,1,9.7,1.605263158,0.0526315789,50.3,74.1,12.5,10.4,19.9,19.9,19.4,2,3.5,8.1,14.9,8
Valenciennes,1.184210526,11.6,1.763157895,0.0526315789,49.2,74.1,13.4,13.7,22.2,15.6,15.7,2.2,4,5,13.8,12
Auxerre,1.184210526,11.4,1.921052632,0,45.7,73.5,12.5,13.1,17.6,17.4,14.8,2,3.8,4.9,12.3,9
Lens,0.921052632,12.3,1.421052632,0.0789473684,47.6,72.8,15.6,12.9,20.8,20.1,16.4,2.7,3.7,7.7,16.8,19
Saint-Etienne,1.210526316,12.7,1.684210526,0.0526315789,49.5,76.5,10.7,13.9,20.3,16.3,15.8,2,4.4,5.1,13.4,10
Monaco,0.947368421,11.6,1.973684211,0.105263158,47.4,72,13.1,14,17.8,17.5,16.6,2.3,3.6,4.1,15.1,18
Montpellier,0.842105263,13.4,2.078947368,0.236842105,51.9,76.2,10.6,9.9,20.2,15.4,18.6,2.9,4.3,6.9,17.5,14
Nice,0.868421053,10.9,2.078947368,0.105263158,47.6,76.9,9.4,13.2,21.3,13.7,13.6,2.8,3.7,6.8,15.8,17
Arles-Avignon,0.552631579,9.9,1.789473684,0.210526316,46.1,71.1,13.4,14.9,21.5,22.9,17.3,2.4,2.6,5.3,14,20
Lyon,1.684210526,15.6,1.684210526,0.0789473684,54.8,77.4,10.5,11.5,22,24.9,16.6,2.5,4.7,5.4,14.2,2
Marseille,1.815789474,15.7,1.684210526,0.0526315789,54.5,77.9,11.7,9.3,19.4,19.8,15.8,1.9,5.4,7.4,18.2,1
Auxerre,1.105263158,10.6,1.447368421,0.0526315789,48,73.1,10.9,11.5,21.4,20.4,13.4,2.6,3.9,6,14.7,3
Bordeaux,1.526315789,13.7,1.710526316,0.157894737,56.1,80.5,11.9,10.4,21,20.6,15.2,1.9,4.8,5.4,17.8,6
Lorient,1.421052632,12.2,1.473684211,0.0789473684,49.9,73.6,8.8,13.7,21.3,23.1,13.4,1.8,4.2,6.3,15.1,7
Lille,1.842105263,15.3,1.842105263,0.105263158,54,76.2,11.2,10.6,21.4,19.6,16.8,2.7,5.7,8.2,17.3,4
Valenciennes,1.315789474,11.8,1.894736842,0.0789473684,50.2,75,11.6,13,21.8,21,18.7,2.4,3.7,7.2,14.9,10
Monaco,1.026315789,12.6,2.394736842,0.105263158,48.9,71,10.4,13.7,22.2,20,17.8,2.8,4.2,6.4,17.6,8
Saint-Etienne,0.710526316,13.4,1.631578947,0.105263158,50.6,75.5,10,14.4,21.8,21,15.4,2.1,3.9,8.5,15.1,17
Toulouse,0.947368421,12.6,1.921052632,0.131578947,50.6,75.2,11.2,12.4,20.5,17.3,18.7,1.9,4.2,6.5,14.6,14
Rennes,1.368421053,13.8,1.263157895,0.157894737,51.6,75.4,11.8,12.1,20.8,15.1,15,2.8,4.7,6.3,13.3,9
Nancy,1.210526316,12.3,1.684210526,0.157894737,46.9,69.8,10.6,13.1,19.4,20.9,15.3,1.8,3.8,5.9,14.9,12
Lens,1.052631579,11.9,1.578947368,0.0526315789,47.5,73.9,10.1,13.4,22.8,17.9,17.3,2.5,4,7.2,16.3,11
Montpellier,1.315789474,12.3,2.157894737,0.157894737,51,74.2,9.6,10.9,18.3,15.1,19.1,1.8,4.2,6.1,17.7,5
Nice,1.078947368,11.6,1.868421053,0.131578947,46.7,73.8,8.9,13.7,20.4,21.9,17.4,2.2,3.9,4.9,15.1,15
Paris Saint-Germain,1.342105263,13.3,1.473684211,0.0526315789,49.2,75.7,11.3,12.8,20.1,18.4,15.8,2.2,5.1,6.2,13.8,13
Sochaux,0.736842105,11.4,1.5,0.105263158,49.8,76.3,8.8,13.9,18.3,15.4,15.2,1.6,3.7,8,14,16
Boulogne,0.815789474,9.3,2.052631579,0.157894737,17.6,70.2,8.7,15.8,22.6,21.6,15.7,1.2,3.1,4.9,12.9,19
Le Mans,1,11.2,2.263157895,0.210526316,26.6,70.8,14.9,14.1,21,15.9,17.6,2.1,4,5.1,13.7,18
Grenoble,0.815789474,12.1,1.736842105,0.184210526,46.9,71.7,10.6,12.2,20.7,17.8,14.8,2.4,4.1,4.6,17.2,20
